candidate_id,Godzina rozpoczęcia,Godzina ukończenia,Adres e-mail,"Potwierdzam, że zapoznałem(-am) się z powyższymi informacjami i przyjmuję je do wiadomości.","Czy wyrażasz zgodę na przetwarzanie danych osobowych w zakresie adresu mailowego w celu realizacji projektu badawczego pt. ""XPM: eXplainable Predictive Maintenance"" i archiwizacji, zgodnie z Rozporządzeniem Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. (ogólne  rozporządzenie o ochronie danych) oraz zgodnie z klauzulą informacyjną dołączoną do Twojej zgody?",Czy wyrażasz zgodę na udział w badaniu (ankietowym)?,Jak oceniasz swoją wiedzę na temat dziko rosnących grzybów jadalnych i trujących?,Po czym głównie poznaje się dziko rosnące grzyby jadalne?,Po czym głównie poznaje się dziko rosnące grzyby trujące lub niejadalne?,Skąd pochodzi Twoja wiedza o grzybach dziko rosnących? ,Czy zdarza Ci się zbierać grzyby dziko rosnące?,"Nie mam oporów, by:","Jakie są Twoje umiejętności w zakresie wizualizacji danych, np. tworzenia wykresów, infografik itd.? (Zaznacz maksymalnie dwie odpowiedzi).",Jak oceniasz swoje umiejętności w zakresie analizy danych?,Skąd masz umiejętności w zakresie wizualizacji danych?,Jakie cechy powinna mieć Twoim zdaniem dobrze zrobiona wizualizacja danych?,"Czy na podstawie wykresu jesteś w stanie określić cechy, które najczęściej pojawiają się po jego prawej stronie i sugerują silny wpływ na klasyfikację grzyba jako trującego? Odpowiedz i podaj te cechy.","Czy patrząc na poniższą wizualizację, jesteś w stanie stwierdzić, jakie zmiany w cechach, według analizy kontrfaktycznej, mają największy wpływ na zmianę klasyfikacji grzyba z trującego na jadalny lub odwrotnie? Odpowiedz, opisując te zmiany.","Podaj nazwę kierunku(-ów) studiów, na którym(-ych) studiujesz:","Czy wyrażasz zgodę na udział w testowaniu technik XAI? Później możesz się wycofać, jeśli zmienisz zdanie. Badania przeprowadzane będą od 19 grudnia 2023 r. do 25 lutego 2024 r. na WZiKS UJ, w Instytucie Studiów Informacyjnych UJ. Jeśli wyrazisz wstępną zgodę, poprosimy Cię o podanie kontaktowego adresu mailowego, na który prześlemy formularz z możliwością zapisu na konkretny termin badania i godzinę. Dla uczestników badań jakościowych przewidziane są upominki",participant_id,comment
106,2.1.24 14:36:53,2.1.24 14:39:04,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nie mam żadnej wiedzy na ten temat.,Nie wiem,Nie wiem,Nie posiadam żadnej wiedzy,"Nie, nigdy.",Zjeść grzyby kupione w sklepie.;,Potrafię tworzyć proste wizualizacje.;,Średnio.,Studia;Praca;,Przejrzystość i prostota ,Tak,Tak,Prawo,Nie.,,
107,2.1.24 14:39:51,2.1.24 14:44:16,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Średnio.,Nie maja pasków pod kapeluszem,"Maja paski pod kapeluszem
Są czerwone ",Z domu,"Tak, rzadko.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Studia;,"Przejrzysta, trafna, czytelna, zawierajace najważniejsze informacje ",Tak,Nie,"Psychologia, neurologopedia ",Tak.,,
108,2.1.24 15:00:06,2.1.24 15:08:23,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Zdecydowanie nisko.,Nie mają blaszek. Kurki mają blaszki ale kurki są dość charakterystyczne,Mają blaszki ale tzw. Szatany nie mają ale też nie są bardzo niebezpieczne,Ze spacerów z rodziną ,"Nie, nigdy.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Własne zainteresowania ;,Powinna być czytelna i nie wprowadzać w błąd ,Dół wykresu jest u mnie ucięty ale wysokość trzonu,"Sposób przyrastania blaszek do trzonu, szerokość trzonu, podstawa i powierzchnia trzonu, typ hymenoforu",Filmoznawstwo i nowe media,Tak.,,
109,2.1.24 16:07:27,2.1.24 16:18:01,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Średnio.,Po nieciemniejącym przy dotyku kapeluszu ,Po występowaniu blaszek pod kapeluszem ,Z doświadczenia wędrowania po lesie z grzybiarzami,"Tak, rzadko.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię interpretować proste wizualizację.;Potrafię tworzyć proste wizualizacje.;,Średnio.,Studia;Kursy;,"Czytelna, przejrzysta ","Tak, gęstość blaszek, zmiana koloru, mniejsza średnica kapelusza, większa wysokość trzonu ",Nie,Zarządzanie polityką społeczną,Tak.,,
110,2.1.24 17:36:06,2.1.24 17:39:34,anonymous,Potwierdzam.,Nie wyrażam zgody.,Tak.,Zdecydowanie nisko.,nie wiem ,mają blaszki od dołu i intensywne kolory,-,"Nie, nigdy.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię interpretować proste wizualizację.;Nie potrafię tworzyć wizualizacji.;,Nisko.,Nie mam takich umiejętności.;,"rzetelna, prosta w rozumieniu, kolorowa ",wysokość trzonu ,.,psychologia,Nie.,,
111,2.2.24 5:36:26,2.2.24 5:42:07,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Zdecydowanie nisko.,"Po gąbce pod kapeluszem, chyba, że to kurka, kurki się nie boję pomylić",Po blaszkach pod kapeluszem,Od taty z którym w dzieciństwie zbierałam grzyby,"Nie, nigdy.",Zjeść grzyby kupione w sklepie.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Studia;,Czytelna,wysokość trzonu,totalnie nie widzę zmiany między oceną z jadalnego na trującego i odwrotnie ,Filmoznawstwo i wiedza o nowyc mediach,Tak.,,
113,2.2.24 10:16:55,2.2.24 10:57:44,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nie mam żadnej wiedzy na ten temat.,nie wiem,nie wiem,nie mam takiej wiedzy,"Nie, nigdy.",Zjeść grzyby kupione w sklepie.;,Potrafię interpretować proste wizualizację.;Nie potrafię tworzyć wizualizacji.;,Nisko.,Nie mam takich umiejętności.;,"Powinna być jak najprostsza i czytelna, aby możliwe było szybkie wyciąganie wniosków. Odbiorca powinien szybko zrozumieć przekazywane informacje. Nie powinna budzić wątpliwości interpretacyjnych. Powinna być spójna i zawierać najistotniejsze dane. Nie powinna być ""przeładowana"" danymi. Powinna być również estetyczna graficznie.","najczęściej pojawiają się 3 pierwsze cechy, a najsilniejszy wpływ na klasyfikację grzyba jako trującego wysokość trzonu","nie jestem w stanie, nie rozumiem tej wizualizacji","Katedra Przekładoznawstwa UJ, studia podyplomowe dla tłumaczy ustnych",Tak.,,
114,2.2.24 11:13:05,2.2.24 11:20:56,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Średnio.,"po kolorze spodu, po plamkach na górze, czy po prostu je znam z widzenia","głównie po strukturze ich spodu, może z tego że wydzielają jakieś płyny albo są nietypowe, czasami po znajomości własnej gatunków ",głównie ze szkoły i z doświadczenia chodzenia na grzyby będąc dzieckiem z moim tatą,"Nie, nigdy.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Studia;Praca;,"być prosta do odczytania, odpowiednio oznaczona, dobrze pogrupowane dane","wysokośc trzonu, średnica kalepusza, szerokość trzonu, zmiana koloru i puszczanie mleczka",nie mam pojęcia na co patrze,zarządzanie mediami i reklamą ,Nie.,,
115,2.2.24 14:16:06,2.2.24 14:22:55,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nisko.,kształt kolor i cechy wyróżniające,zapach,Z podstawówki i szkoły średniej,"Nie, nigdy.",Zjeść grzyby kupione w sklepie.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Nie umiem ocenić.,Studia;,"Przejrzystość, jednoznaczność, prostota","wysokośc trzonu, średnica kapelusza",nie umiem stweirdzić,Zarządzanie informacją,Nie.,,
117,2.2.24 18:32:47,2.2.24 18:41:59,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Średnio.,"Po budowie, smaku, wyglądzie.","Wygląd, budowa.",Ze szkół i od rodziny.,"Tak, często.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;",Nie potrafię tworzyć wizualizacji.;Nie potrafię interpretować wizualizacji.;,Średnio.,Nie mam takich umiejętności.;,"Przejrzystośc, dokładność.","Tak. Cechy to: wysokość trzonu, średnica kapelusza, szerokość trzonu, zmienia kolor lub puszcza mleczko w reakcji na uszkodzenie nie zmienia koloru lub brak mleczka,  głębokość blaszek. ",Nie potrafię ocenić.,Pedagogika,Nie.,,
118,2.2.24 18:42:09,2.2.24 18:53:38,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nisko.,Po kapeluszu.,Po kapeluszu.,Ze szkoły.,"Nie, nigdy.",Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby kupione w sklepie.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Nisko.,Szkoła;,"Legenda, odpowiednia kolorystyka i przejrzystość.","Tak. Cechy to: wysokośc kapelusza, średnica kapelusza, szerokość trzonu.",Nie jestem w stanie okreslić.,Pedagogika,Nie.,,
119,2.2.24 18:53:52,2.2.24 18:59:38,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nisko.,"Kapelusz, wygląd, struktura, barwa, zapach, smak.","Kolor, budowa, smak, wygląd.","Szkoła, atlasy.","Tak, często.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;",Nie potrafię interpretować wizualizacji.;Nie potrafię tworzyć wizualizacji.;,Nisko.,Praca;Szkoła;Studia;,"Legenda, odpwowiednie oznaczenia, kolorystyka, przejrzystość, dokładne podanie danych.","Tak za pomoca kolorów. Cechy to: wysokośc trzonu, średnica kapelusza, szerokość trzonu, zmienia kolor lub puszcza mleczko w reakcji na uszkodzenie nie zmienia koloru lub brak mleczka, gestośc blaszek, sposób przyrsatania blaszek do trzonu.",Niestety nie jestem w stanie okireślić.,Pedagogika,Nie.,,
120,2.2.24 17:40:51,2.2.24 19:14:16,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Zdecydowanie nisko.,po gąbczastym spodzie grzyba,po blaszkach na spodzie grzyba,"od rodzicow, dziadków","Nie, nigdy.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Zdecydowanie nisko.,Studia;,"czytelna,zrozumiała dla odbiorcy",wysokość trzonu,"sposob przyrastania blaszek do trzonu,podstawa trzonu,typ hymenoforu","Informatyka Stosowana 
",Nie.,,
121,2.3.24 11:21:13,2.3.24 11:24:21,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,po kapeluszu,po kapeluszu,z doświadczenia,"Tak, rzadko.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;Zjeść grzyby, którymi częstuje mnie obca osoba.;",Potrafię interpretować zaawansowane wizualizacje.;,Średnio.,Studia;Praca;,przejrzystość,parametry fizyczne,te z gwiazdką,-----,Tak.,,
122,2.3.24 17:07:23,2.3.24 17:30:43,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nie umiem ocenić.,"Nie wiem, nigdy nie byłam na grzybobraniu. Po tym jak są opisane w sklepie haha",To samo co wyżej,"Nie mam zbytnio takiej wiedzy, ewentualnie od członków rodziny","Nie, nigdy.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię interpretować zaawansowane wizualizacje.;Potrafię tworzyć proste wizualizacje.;,Wysoko.,Studia;Praca;,Na pewno powinna być dobrze opisana,"Duża wysokość trzonu, raczej niska szerokość trzonu, a średnicy kapelusza to ciężko jednoznacznie zinterpretować","Powierzchnia członu z gładkiej na błyszczącą,  sposób przyrastania blaszek-> zmiana na przyrośnięte, podstawa trzony -> zmiana na bulwiasty, typ hymenoforu -> zmiana na bez zasnówki, szerokość członu z mniejszej na większą","Psychologia, kognitywistyka",Tak.,,
123,2.3.24 19:09:10,2.3.24 19:28:31,anonymous,Potwierdzam.,Nie wyrażam zgody.,Tak.,Nisko.,nie wiem,"nie wiem dokładnie, ale mają inny kształt pod spodem kapelusza","ze szkoły, podstawówki","Nie, nigdy.",Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby kupione w sklepie.;,Nie potrafię tworzyć wizualizacji.;Nie potrafię interpretować wizualizacji.;,Średnio.,Nie mam takich umiejętności.;,"być czytelna, minimalistyczna, stonowane kolory, prosta czcionka, zaokrąglenie liczb(by łatwiej je zapamiętać), możliwe zdjęcia poglądowe","wysokość trznonu, zmienia kolor lub...brak mleczka oraz zmienia kolor lub... puszcza mleczko, gęstosć blaszek, średnica kapelusza, zerokość trzonu","sposób przyrastania blaszek- przyrośnięte, szerokośc trzonu, podstawa trzonu, powierzchnia trzonu, typ hymenoforu",filologia hiszpańska,Nie.,,
124,2.3.24 19:27:09,2.3.24 19:37:08,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Zdecydowanie nisko.,"Po wygląd, tzn. Kolor i kształt grzeba","Ogolnie kolory mocny moga oznaczac zagrozenia, ale tez wygląd i kształt grzeba moze dac nam taka informacje",Tylko o słychajac o rozmowach starych ludzi o grzebobranie i przy gotowaniu. ,"Nie, nigdy.","Zjeść grzyby, którymi częstuje mnie obca osoba.;Zjeść grzyby, które sam/sama zebrałam/em.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;",Potrafię interpretować zaawansowane wizualizacje.;Potrafię tworzyć proste wizualizacje.;,Średnio.,Praca;Studia;,Powinna byc przejrzysta zawierac nagłowki i legendy/labelki,"Numery 1,2, 3, 4, 5, 6, 7, 8, 18 odliczajac z góry",Nie jestem w stanie,Informatyka stosowana drugiego stopnia,Tak.,,
125,2.4.24 12:02:45,2.4.24 12:11:43,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,po tym że mają „gąbkę” pod kapeluszem zamiast blaszek,mają blaszki pod kapeluszem,w dzieciństwie często chodziłem z rodzicami na grzyby ,"Tak, rzadko.",Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować zaawansowane wizualizacje.;,Średnio.,Studia;,przejrzystość ,tak średnio ,blaszki oraz podstawa trzonu ,informatyka stosowana UJ,Nie.,,
126,2.4.24 12:34:04,2.4.24 12:43:46,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Średnio.,Siateczka pod kapeluszem ,Blaszka pod kapeluszem,Z atlasu grzybów ,"Nie, nigdy.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię interpretować zaawansowane wizualizacje.;Potrafię tworzyć proste wizualizacje.;,Wysoko.,Studia;,"wspieranie tezy, jasne do zinterpretowania dane","Wysokość trzonu, mała średnica kapelusza. Nie widać podpisu pod wykresem ",Nie,Informatyka stosowana ,Nie.,,
128,2.5.24 8:33:19,2.5.24 8:39:53,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Wysoko.,"Po ""gąbce"" na spodzie","Po ""blaszkach"" na spodzie oraz ubarwieniu","Przekazana od rodziców i dziadków, znaleziona w internecie","Tak, rzadko.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię interpretować zaawansowane wizualizacje.;Potrafię tworzyć proste wizualizacje.;,Średnio.,Studia;Nauka własna;,"Przedstawiać dane w sposób czytelny, bez przekłamań oraz manipulacji","Wysoki trzon, mniejszy kapelusz oraz wąski trzon","Grzyby trujące mają przyrośnięte blaszki, oraz błyszczący trzon.",Informatyka Stosowana,Tak.,,
129,2.5.24 9:28:44,2.5.24 9:40:40,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Średnio.,Po gąbce na spodniej części kapelusza grzyba,Po blaszkach na spodniej części kapelusza grzyba,Od rodziców i atlasu grzybów ,"Tak, rzadko.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię tworzyć zaawansowane wizualizacje.;Potrafię interpretować zaawansowane wizualizacje.;,Wysoko.,Studia;Kursy;Praca;,Czytelna grafika wraz ze zrozumiałym opisem,"Średnica kapelusza, Wysokość trzonu, szerokość trzonu","Sposób przyrządzania blaszek doctrzonu, podstawa trzonu, typ hymenoforu, szerokość trzonu, powierzchnia trzonu, podstawa trzonu",Informatyka gier komputerowych,Tak.,,
131,2.5.24 13:52:03,2.5.24 14:20:17,anonymous,Potwierdzam.,Nie wyrażam zgody.,Tak.,Średnio.,"Po spodzie grzyba, najczęściej w formie ""gąbki"", nie dotyczy to kurek, je po prostu trzeba rozpoznać wizualnie. ","Mają blaszki od spodu, a większość grzybów o nieprzyjemnym zapachu jest trująca (i na ogół są bardziej kolorowe)",Głównie z przekazów ustnych nauczona w dzieciństwie od pokolenia dziadków,"Tak, rzadko.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;",Potrafię interpretować proste wizualizację.;Potrafię tworzyć proste wizualizacje.;,Średnio.,Jestem zdolnym samoukiem;,"Przejrzystość, konkretność, pełen zakres danych","Wysokość i szerokość członu 
Mniejsza średnica kapelusza
Zmiana koloru lub mleczko w reakcji na uszkodzenie (tylko grzyby trujące)","Sposób przyrastania blaszek do trzonu (przyrośnięte oznaczają jadalne grzyby)
Szerokość trzonu dochodzącą do 40.9mm ( im szerszy trzon tym większe prawdopodobieństwo że grzyb jest jadalny), podobnie Bulwiastość trzonu
Błyszcząca powierzchnia trzonu charakteryzuje grzyby jadalne
Jadalne grzyby charakteryzują się też brakiem zasnówek na hymenoformie",Filozofia,Tak.,,
132,2.5.24 16:27:20,2.5.24 16:34:46,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Zdecydowanie nisko.,Nie potrafię tego poznać,Nie potrafię tego poznać,Nie posiadam takiej wiedzy,"Nie, nigdy.",Zjeść grzyby kupione w sklepie.;,Potrafię interpretować proste wizualizację.;Potrafię tworzyć proste wizualizacje.;,Średnio.,Praca;,"Dobry opis/legenda, dobrze dobrana kolorystyka, ciekawie przedstawione dane","Wysokosc trzonu, szerokosc trzonu, srednica trzonu","Szerokosc trzonu, podstawa trzonu, powierzchnia",IGK,Tak.,,
134,2.6.24 13:55:00,2.6.24 13:59:40,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nie mam żadnej wiedzy na ten temat.,Nie wiem,Nie wiem,Nie mam takiej wiedzy ,"Nie, nigdy.",Nie chcę udzielać odpowiedzi.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Studia;,Powinna być przejrzysta i wyjaśniać wszystkie przedstawione dane.,Nie ponieważ dół jest ucięty i nie jestem w stanie przeczytać co prezentuje skala na dole.,Niestety nie.,Informatyka stosowana ,Nie.,,
135,2.6.24 17:42:50,2.6.24 17:52:26,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nisko.,"„gąbkowata” spód kapelusza, nóżka","blaszki, wygląda za ładnie na jadalnego","doświadczenie zbierania, bliska osoba, przewodnik papierowy","Tak, rzadko.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować zaawansowane wizualizacje.;,Wysoko.,Studia;,czysty wygląd i tylko niezbędne info,wysokość trzonu przede wszystkim ale też śr kapelusza i szerokość trzonu,blaszki przyrośnięte do trzowu ale przede wszystkim szerokość i wygląd trzonu,socjologia,Tak.,,
137,2.15.24 15:53:29,2.15.24 16:00:07,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Średnio.,"Generalizując -> miąższ to jadalne, blaszki to niejadalne. No ale wyjątkami są Kanie, czy gołąbki (nazwy potoczne)","Blaszek należy unikać, z wyjątkiem np. Kanii","Głównie od rodziców i znajomych, pochodzę ze wsi","Tak, rzadko.","Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;Zjeść grzyby kupione w sklepie.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Wysoko.,Studia;Praca;,"Przejrzysta, czytelna, wartościowa","1. Wysokość trzonu, 2. szerokość trzonu, 3. średnica kapelusza","Szerokość trzonu, gdyż w tym przypadku wartość ""value"" uległa największej zmianie",Zarządzanie informacją,Nie.,,
138,2.17.24 8:09:49,2.17.24 8:18:15,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nisko.,Faktura przypominająca gąbkę pod kapeluszem,Posiada blaszki pod kapeluszem,Od starszych osób w rodzinie,"Nie, nigdy.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować zaawansowane wizualizacje.;,Średnio.,Studia;,"Czytelność, Odpowiednia wizualizacja dla danego problemu","wysokość-trzonu-cm, szerokość-trzonu-mm",zmiana szerokości trzonu na 40.9mm,Informatyka Stosowana,Tak.,,
139,2.20.24 22:37:17,2.20.24 22:39:39,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nisko.,Po gąbkach na spodzie ,Po blaszkach na spodzie ,Od rodziny ,"Nie, nigdy.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Wysoko.,Studia;Praca;,"Jasność przekazu, przejrzystość, konkretne informacje ",Nie,Tak,Zarządzanie informacją,Tak.,,
140,2.21.24 13:07:43,2.21.24 13:29:26,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Średnio.,"gąbka kapelusza, kolor, wygląd ogólny, gruby trzon","blaszki kapelusza, cienki trzon, kolor,",od rodziny,"Tak, rzadko.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Studia;,"Jasna, zrozumiała z dobrze określonym celem i kolorystyką",Po prawej stronie najczęściej pojawia się wysokość-trzonu-cm i szerokość trzonu-cm wysokość trzonu sugeruje silny wpływ na klasyfikacje grzyba trującego,"sposób-przyrastania-blaszek-do-trzonu przyrośnięty
podstawa-trzonu bulwiasta
typ-hymenoforu bez-zasnówki",Informatyka Stosowana,Nie.,,
141,2.21.24 19:07:20,2.21.24 19:08:25,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Średnio.,"Nie mają ""blaszki"" pod kapeluszem, tylko taką ""gąbke"".",Po blaszce pod klapeluszem.,"Z atlasu grzybów i doświadczenia, czasem zdarza mi się chodzić na grzyby.","Tak, rzadko.","Zjeść grzyby kupione w sklepie.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;Zjeść grzyby, które sam/sama zebrałam/em.;",Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Studia;,"Czytelna, prosta, zrozumiała",wykres dla mnie nie jest zbyt czytelny,niestety nie jestem,"zarządzanie informacją, filologia węgierska",Tak.,,
142,2.22.24 7:17:58,2.22.24 7:27:21,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Zdecydowanie nisko.,po kapeluszu ma gąbkę,Po kapeluszu ma blaszki,"Od rodziców, znajomych
","Tak, rzadko.",Zjeść grzyby kupione w sklepie.;Zjeść grzyby kupione na targu lub na stoisku przy drodze.;Zjeść grzyby zebrane przez członka rodziny lub bliskiego przyjaciela.;,Potrafię tworzyć zaawansowane wizualizacje.;Potrafię interpretować zaawansowane wizualizacje.;,Średnio.,Studia;,"czytelna, ",wysoko trzonu,nie,Zarządzanie informacją,Tak.,,
143,2.23.24 12:58:42,2.23.24 13:44:00,anonymous,Potwierdzam.,Wyrażam zgodę.,Tak.,Nisko.,"Większość grzybów, które mają blaszki na spodzie kapelusza, to grzyby jadalne. Bezpieczniej jest jednak sprawdzić w atlasie grzybów, czy w ich opisach jest informacja, że dany grzyb jest jadalny, ponieważ zdarzają się od tej zasady niebezpieczne wyjątki. Najczęściej zwraca się uwagę na takie cechy jak kolor, kształt, obecność blaszek, zapach i konsystencję.","Takie grzyby mają zazwyczaj ostrzegawczy kolor oraz nieprzyjemny smak i/lub zapach. Warto również sprawdzić, jak wygląda spód kapelusza - czy jest tam gąbka zamiast blaszek. Najlepiej byłoby jednak sprawdzić w atlasie grzybów lub zapytać kogoś, kto zna się na grzybach, ponieważ część grzybów jadalnych również może mieć cechy uznawane za typowe dla grzybów trujących lub niejadalnych.","Z atlasu grzybów, z rozmów z członkami rodziny oraz z zajęć języka polskiego w szkole podstawowej (był jeden temat o najczęściej spotykanych w polskich lasach grzybach).","Nie, nigdy.",Nie chcę udzielać odpowiedzi.;,Potrafię tworzyć proste wizualizacje.;Potrafię interpretować proste wizualizację.;,Średnio.,Studia;Praca;Zajęcia w szkole średniej;,"Powinna być dostosowana do rodzaju danych, które ma przedstawiać, oraz do docelowego odbiorcy i jego możliwości. Nie powinna też składać się ze zbyt dużej liczby elementów, aby przekaz był łatwy do zrozumienia przez docelowego odbiorcę.","Nie mam pewności, czy poprawnie odczytuję ten wykres. Po prawej stronie wykresu najczęściej pojawiają się takie cechy jak: wysokość trzonu mierzona w centymetrach, średnica kapelusza mierzona w centymetrach oraz szerokość trzonu mierzona w milimetrach. Wydaje mi się, że według wykresu tylko wysokość trzonu jednocześnie najczęściej pojawia się po prawej stronie wykresu i sugeruje silny wpływ na klasyfikację grzyba jako trującego (wartość według koloru jest wysoka, a mocne wysunięcie linii w tym kolorze na prawą stronę wskazuje na silny wpływ).","Wydaje mi się, że na zmianę klasyfikacji grzyba z trującego na jadalny lub odwrotnie największy wpływ mają: sposób przyrastania blaszek (czy są przyrośnięte), szerokość trzonu (jeśli wartość przekroczy określoną granicę) i faktura powierzchni trzonu (czy błyszcząca).",Zarządzanie informacją,Tak.,,
